key,numeric type,string type,ID,time ratio,number of line segments,mean speed,standard deviation in speed,number of acceleration points,length,ratio of width to length,type of cargo,receiver class,number of neighbors
CALLB1RD_MMSI338242187,30,Fishing,call sign,0.0294,0.5075,0.5503,0.4947,0.5,0.2315,0.3,0,B,0.0046
CALLBACCALA_MMSI338345505,37,Pleasure Craft/Sailing,call sign,0.004,0.5025,0.7448,0.5349,0.4502,0.2497,0.3636,0,B,0.0046
CALLBBHAPPY_MMSI338366852,37,Pleasure Craft/Sailing,call sign,0.0266,0.5075,0.4282,0.4726,0.4502,0.2315,0.4,0,B,0.0046
CALLBC2_MMSI338321456,37,Pleasure Craft/Sailing,call sign,0.398,0.5075,0.3638,0.4817,0.4502,0.1545,0.4,0,B,0.0046
CALLBEAR_MMSI316036153,52,Unknown,call sign,0.0882,0.51,0.4517,0.4813,0.4502,0.0998,0,0,B,0.0046
CALLBENE 48_MMSI338302345,36,Pleasure Craft/Sailing,call sign,0.0652,0.5075,0.4738,0.4679,0.4502,0.3318,0.2667,0,B,0.0046
CALLBESTIME_MMSI338244545,37,Pleasure Craft/Sailing,call sign,0.009,0.505,0.5671,0.5412,0.475,0.1978,0.25,0,B,0.0046
CALLBIGEYES_MMSI338306463,37,Pleasure Craft/Sailing,call sign,0.0737,0.505,0.6611,0.5694,0.4502,0.2315,0.4,0,B,0.0046
CALLBLONDIE_MMSI338310898,37,Pleasure Craft/Sailing,call sign,0.0091,0.495,0.4526,0.4644,0.4502,0.2689,0.4167,0,B,0.0046
CALLBLUESKY_MMSI338328494,37,Pleasure Craft/Sailing,call sign,0.0369,0.5075,0.4423,0.4835,0.4502,0.3775,0.2353,0,B,0.0046
CALLBO12345_MMSI107010184,0,Unknown,call sign,0.0117,0.5025,0.4918,0.4648,0.4502,0.0998,0,0,B,0.3433
CALLBO12345_MMSI107010185,0,Unknown,call sign,0.0098,0.5025,0.4863,0.4655,0.4502,0.0998,0,0,B,0.3433
CALLBO12345_MMSI107040003,0,Unknown,call sign,0.003,0.495,0.3507,0.4643,0.4502,0.0998,0,0,B,0.2843
CALLBOAT 14_MMSI338303461,31,Tug Tow,call sign,0.0219,0.5,0.4366,0.4995,0.4502,0.2689,0.25,0,B,0.0046
CALLBODACI_MMSI338427787,37,Pleasure Craft/Sailing,call sign,0.0227,0.5075,0.5506,0.5226,0.4502,0.2497,0.3636,0,B,0.0046
CALLBONA FI_MMSI338379012,37,Pleasure Craft/Sailing,call sign,0.0433,0.505,0.4935,0.496,0.7858,0.0998,0,0,B,0.0046
CALLBOSTON_MMSI338304599,37,Pleasure Craft/Sailing,call sign,0.0242,0.505,0.6351,0.543,0.4502,0.7858,0.2857,0,B,0.0046
CALLBR-04_MMSI345026012,51,Other,call sign,0.0289,0.5075,0.5844,0.5094,0.475,0.2142,0.3333,1.0,A,0.2444
CALLBRAVO_MMSI338401543,37,Pleasure Craft/Sailing,call sign,0.0487,0.5075,0.5476,0.5085,0.4502,0.0998,0,0,B,0.257
CALLBRIO_MMSI338001001,37,Pleasure Craft/Sailing,call sign,0.0526,0.51,0.4467,0.4739,0.4502,0.31,0.2857,0,B,0.0046
CALLC NOTE_MMSI338237138,37,Pleasure Craft/Sailing,call sign,0.0019,0.4975,0.494,0.4984,0.4502,0.0998,0,0,B,0.3754
CALLC0N18_MMSI310000901,30,Fishing,call sign,0.0335,0.5025,0.3687,0.4783,0.4502,0.9781,0.2333,6.1,A,0.0046
CALLC17471B_MMSI316018463,51,Other,call sign,0.0,0.495,0.3941,0.4641,0.4502,0.0998,0,0,B,0.0046
CALLC6BK2_MMSI311000286,0,Unknown,call sign,0.0012,0.495,0.3432,0.4684,0.4502,0.0998,0,0,A,0.0046
CALLC6CV5_MMSI983110124,60,Passenger,call sign,0.0394,0.5025,0.4219,0.4851,0.4502,0.2497,0.3636,0,B,0.0046
CALLC6CV5_MMSI983110126,37,Pleasure Craft/Sailing,call sign,0.0463,0.5,0.4129,0.4878,0.4502,0.2497,0.3636,0,B,0.0046
CALLC6DF6_MMSI311000660,51,Other,call sign,0.2371,0.5175,0.7152,0.4961,0.5744,0.0998,0,9.0,A,0.3383
CALLC6DV3_MMSI311000792,69,Passenger,call sign,0.0155,0.505,0.6534,0.5235,0.4502,0.8808,0.2857,2.0,A,0.3523
CALLC6EF4_MMSI983110243,37,Pleasure Craft/Sailing,call sign,0.0123,0.495,0.3661,0.4714,0.5498,0.0998,0,0,B,0.0046
CALLC6FA9_MMSI311001057,37,Pleasure Craft/Sailing,call sign,0.0542,0.5075,0.7499,0.5545,0.475,0.31,0.3571,0,B,0.0046
CALLCANDY G_MMSI338191741,37,Pleasure Craft/Sailing,call sign,0.0041,0.495,0.5837,0.4864,0.4502,0.2891,0.3846,0,B,0.0046
CALLCAPE 32_MMSI338346264,37,Pleasure Craft/Sailing,call sign,0.0004,0.495,0.3464,0.4652,0.4502,0.0998,0,0,B,0.0046
CALLCAPITAL_MMSI367638970,55,Other,call sign,0.0384,0.5075,0.7801,0.5636,0.4502,0.2315,0.6,0.0,A,0.5217
CALLCARASOL_MMSI316036025,60,Passenger,call sign,0.0105,0.4975,0.4253,0.4685,0.4502,0.997,0.2,0,B,0.0046
CALLCARETTA_MMSI338420852,37,Pleasure Craft/Sailing,call sign,0.178,0.515,0.4432,0.4692,0.5,0.0998,0,0,B,0.3315
CALLCARYYOU_MMSI338390687,40,Other,call sign,0.0376,0.5075,0.8781,0.5222,0.475,0.0998,0,0,B,0.0046
CALLCCPDSAR_MMSI338205535,34,Other,call sign,0.0174,0.4975,0.7471,0.5542,0.4502,0.1545,0.4,0,B,0.0046
CALLCFA2080_MMSI316031939,0,Unknown,call sign,0.022,0.505,0.4601,0.4718,0.4502,0.0998,0,0,B,0.0046
CALLCFA2080_MMSI316042041,36,Pleasure Craft/Sailing,call sign,0.0073,0.5025,0.4287,0.4753,0.4502,0.31,0.5714,0,B,0.0046
CALLCFA2294_MMSI316033384,36,Pleasure Craft/Sailing,call sign,0.15,0.51,0.4405,0.4755,0.4502,0.2497,0.5455,0,B,0.4039
CALLCFA2341_MMSI316033712,52,Unknown,call sign,0.1267,0.505,0.4302,0.4826,0.4502,0.0998,0,0,B,0.0046
CALLCFA2417_MMSI316028733,36,Pleasure Craft/Sailing,call sign,0.6933,0.5449,0.4097,0.472,0.525,0.2689,0.25,0,B,0.3781
CALLCFA2547_MMSI316035876,37,Pleasure Craft/Sailing,call sign,0.0087,0.5025,0.3994,0.4845,0.4502,0.2891,0.3077,0,B,0.0046
CALLCFA2572_MMSI316035956,90,Other,call sign,0.017,0.505,0.7165,0.5447,0.4502,0.2891,0.3077,0,B,0.0046
CALLCFA2601_MMSI316036294,51,Other,call sign,0.0159,0.5075,0.6976,0.5571,0.4502,0.31,0.0,0,B,0.0046
CALLCFA2646_MMSI316033327,37,Pleasure Craft/Sailing,call sign,0.0255,0.505,0.4465,0.4759,0.4502,0.2689,0.3333,0,B,0.0046
CALLCFA2755_MMSI316023944,57,Other,call sign,0.0015,0.495,0.7764,0.5079,0.4502,0.2891,0.3077,0,B,0.0046
CALLCFA2868_MMSI316038854,54,Other,call sign,0.0692,0.51,0.5671,0.5075,0.4502,0.4502,0.35,1.6,A,0.0046
CALLCFA2888_MMSI316039002,51,Other,call sign,0.0177,0.5025,0.8836,0.5943,0.4502,0.1824,0.2857,0,B,0.0046
CALLCFA2903_MMSI316036765,54,Other,call sign,0.0423,0.5075,0.5107,0.5349,0.4502,0.2315,0.3,0.0,A,0.0046
CALLCFA2907_MMSI316039101,36,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3521,0.4626,0.4502,0.31,0.3571,0,B,0.3934
CALLCFA2915_MMSI316039107,36,Pleasure Craft/Sailing,call sign,0.1871,0.51,0.4231,0.4741,0.4502,0.2689,0.25,0,B,0.1452
CALLCFA2918_MMSI316036768,54,Other,call sign,0.0414,0.5075,0.5587,0.5287,0.4502,0.0998,0,0.0,A,0.0046
CALLCFA2920_MMSI316039149,37,Pleasure Craft/Sailing,call sign,0.0032,0.4975,0.4127,0.4762,0.5,0.4013,0.8889,0,B,0.0046
CALLCFA2949_MMSI316039229,37,Pleasure Craft/Sailing,call sign,0.2292,0.5075,0.4386,0.4899,0.4502,0.7109,0.2581,0,B,0.0046
CALLCFA2974_MMSI316039567,37,Pleasure Craft/Sailing,call sign,0.0174,0.505,0.4738,0.4688,0.4502,0.2891,0.3077,0,B,0.0046
CALLCFA3082_MMSI316040898,54,Other,call sign,0.0169,0.505,0.6304,0.5248,0.4502,0.31,0.2857,0,B,0.0046
CALLCFA3125_MMSI316041527,36,Pleasure Craft/Sailing,call sign,0.0001,0.495,0.3537,0.4666,0.4502,0.1545,0.8,0,B,0.0046
CALLCFA3147_MMSI316041809,36,Pleasure Craft/Sailing,call sign,0.0333,0.5075,0.476,0.4747,0.4502,0.2891,0.5385,0,B,0.0046
CALLCFA3148_MMSI316041803,37,Pleasure Craft/Sailing,call sign,0.0225,0.5075,0.4494,0.4701,0.4502,0.2891,0.3077,0,B,0.3934
CALLCFA3183_MMSI316041942,36,Pleasure Craft/Sailing,call sign,0.0156,0.505,0.4504,0.4703,0.4502,0.2497,0.3636,0,B,0.0046
CALLCFA3186_MMSI316042097,37,Pleasure Craft/Sailing,call sign,0.0424,0.5,0.3682,0.4828,0.4502,0.4502,0.3,0,B,0.0046
CALLCFA3224_MMSI316042651,36,Pleasure Craft/Sailing,call sign,0.0162,0.5025,0.4678,0.4675,0.4502,0.2689,0.25,0,B,0.2466
CALLCFA3227_MMSI316026305,37,Pleasure Craft/Sailing,call sign,0.0,0.4975,0.3412,0.466,0.4502,0.2689,0.3333,0,B,0.0046
CALLCFA3234_MMSI316008244,37,Pleasure Craft/Sailing,call sign,0.0216,0.505,0.3965,0.4706,0.4502,0.2689,0.25,0,B,0.0046
CALLCFA3235_MMSI316043102,36,Pleasure Craft/Sailing,call sign,0.0033,0.5,0.4275,0.4753,0.4502,0.2315,0.4,0,B,0.0046
CALLCFA3257_MMSI316041699,37,Pleasure Craft/Sailing,call sign,0.0433,0.51,0.4256,0.4697,0.4502,0.31,0.5714,0,B,0.3577
CALLCFA3315_MMSI316044504,36,Pleasure Craft/Sailing,call sign,0.0028,0.5,0.4035,0.4735,0.475,0.2689,0.3333,0,B,0.0046
CALLCFA3324_MMSI316029959,37,Pleasure Craft/Sailing,call sign,0.053,0.51,0.7263,0.5171,0.4502,0.5987,0.2692,0,B,0.3001
CALLCFA3337_MMSI316004932,52,Unknown,call sign,0.3296,0.5175,0.4497,0.4767,0.4502,0.4502,0.4,4.2,A,0.0046
CALLCFA3364_MMSI316045226,37,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3729,0.4678,0.4502,0.3318,0.3333,0,B,0.0046
CALLCFA3431_MMSI316046596,37,Pleasure Craft/Sailing,call sign,0.04,0.5075,0.4768,0.4724,0.4502,0.0998,0,0,B,0.0046
CALLCFA3437_MMSI316046639,37,Pleasure Craft/Sailing,call sign,0.0001,0.495,0.3694,0.4674,0.4502,0.0998,0,0,B,0.0046
CALLCFA3493_MMSI316035447,36,Pleasure Craft/Sailing,call sign,0.1266,0.5125,0.4292,0.4703,0.5744,0.2497,0.3636,0,B,0.0046
CALLCFA3501_MMSI316047525,36,Pleasure Craft/Sailing,call sign,0.0348,0.5075,0.4482,0.4773,0.4502,0.2689,0.5,0,B,0.0046
CALLCFA3518_MMSI316047662,36,Pleasure Craft/Sailing,call sign,0.1932,0.515,0.4234,0.4713,0.4502,0.2689,0.3333,0,B,0.3664
CALLCFC2022_MMSI316034012,60,Passenger,call sign,0.1002,0.5125,0.6484,0.5019,0.4502,0.0998,0,0,B,0.0046
CALLCFC6783_MMSI316015632,30,Fishing,call sign,0.1547,0.5125,0.4898,0.4709,0.4502,0.4013,0.3333,2.8,A,0.4265
CALLCFDP_MMSI316033887,36,Pleasure Craft/Sailing,call sign,0.0385,0.5075,0.4467,0.4724,0.4502,0.2689,0.25,0,B,0.0046
CALLCFDT_MMSI316033953,0,Unknown,call sign,0.0863,0.5125,0.6104,0.5104,0.4502,0.0998,0,0,A,0.0046
CALLCFE9808_MMSI316001556,90,Other,call sign,0.0252,0.5075,0.8202,0.496,0.4502,0.2891,0.3077,2.2,A,0.4265
CALLCFFC_MMSI316034963,52,Unknown,call sign,0.2079,0.515,0.4388,0.4792,0.4502,0.3543,0.375,3.6,A,0.5237
CALLCFG7697_MMSI316003544,90,Other,call sign,0.0307,0.51,0.6602,0.5162,0.4502,0.2891,0.3077,2.2,A,0.4265
CALLCFG7703_MMSI316004106,90,Other,call sign,0.012,0.5075,0.6545,0.5279,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCFG7741_MMSI316005204,90,Other,call sign,0.0204,0.505,0.7461,0.5243,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCFG7744_MMSI316005337,51,Other,call sign,0.0,0.495,0.5367,0.5172,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCFH8576_MMSI316006356,31,Tug Tow,call sign,0.3465,0.515,0.4403,0.4821,0.4502,0.2891,0.3846,2.8,A,0.0046
CALLCFK3971_MMSI316033913,36,Pleasure Craft/Sailing,call sign,0.0096,0.5025,0.4023,0.466,0.4502,0.2497,0.5455,0,B,0.0046
CALLCFK5005_MMSI316022299,0,Unknown,call sign,0.0227,0.505,0.4683,0.4677,0.5,0.2891,0.3077,4.0,B,0.0046
CALLCFK5029_MMSI316026079,36,Pleasure Craft/Sailing,call sign,0.0295,0.5075,0.4217,0.4729,0.4502,0.31,0.2857,0,B,0.0046
CALLCFK5044_MMSI316021369,36,Pleasure Craft/Sailing,call sign,0.0431,0.51,0.3984,0.467,0.4502,0.0998,0,0,B,0.402
CALLCFK5060_MMSI316026269,37,Pleasure Craft/Sailing,call sign,0.0884,0.5025,0.3385,0.4626,0.4502,0.7503,0.1818,3.1,B,0.0046
CALLCFK5153_MMSI316005866,51,Other,call sign,0.0363,0.5,0.5939,0.5216,0.4502,0.0998,0,0,B,0.0046
CALLCFK5228_MMSI316027057,37,Pleasure Craft/Sailing,call sign,0.0295,0.5075,0.4383,0.4752,0.4502,0.0998,0,0,B,0.0046
CALLCFK5241_MMSI316027199,0,Unknown,call sign,0.0,0.495,0.3369,0.4635,0.4502,0.0998,0,0,B,0.0046
CALLCFK5368_MMSI316027733,0,Unknown,call sign,0.2312,0.515,0.5195,0.5077,0.4502,0.2891,0.2308,1.8,A,0.0046
CALLCFK5370_MMSI316027734,0,Unknown,call sign,0.1973,0.515,0.5513,0.4981,0.4502,0.2891,0.2308,1.8,A,0.5237
CALLCFK5453_MMSI316007504,0,Unknown,call sign,0.0316,0.5075,0.4187,0.4686,0.5,0.0998,0,0,B,0.0046
CALLCFK9404_MMSI316010495,37,Pleasure Craft/Sailing,call sign,0.0186,0.5025,0.4591,0.5184,0.4502,0.0998,0,0,B,0.0046
CALLCFK9632_MMSI316017707,51,Other,call sign,0.0289,0.505,0.8143,0.5827,0.4502,0.1978,0.0,0,B,0.0046
CALLCFK9650_MMSI316017801,0,Unknown,call sign,0.0166,0.505,0.444,0.4715,0.4502,0.0998,0,0,B,0.0046
CALLCFK9707_MMSI316018088,37,Pleasure Craft/Sailing,call sign,0.0261,0.5075,0.4212,0.4704,0.4502,0.0998,0,0,B,0.0046
CALLCFK9784_MMSI316020002,37,Pleasure Craft/Sailing,call sign,0.4581,0.5075,0.3715,0.4894,0.4502,0.0998,0,0,B,0.0046
CALLCFL9726_MMSI316016342,37,Pleasure Craft/Sailing,call sign,0.0051,0.5025,0.4888,0.4714,0.4502,0.31,0.2857,2.8,B,0.0046
CALLCFN1957_MMSI316041762,36,Pleasure Craft/Sailing,call sign,0.0608,0.51,0.446,0.4714,0.4502,0.31,0.2857,0,B,0.0046
CALLCFN4102_MMSI316005896,37,Pleasure Craft/Sailing,call sign,0.0171,0.4975,0.3768,0.4687,0.4502,0.1824,0.0,0,B,0.0046
CALLCFN4105_MMSI316005877,51,Other,call sign,0.0459,0.5075,0.5737,0.5498,0.4502,0.0998,0,0,B,0.0046
CALLCFN4250_MMSI316006922,90,Other,call sign,0.0919,0.5125,0.6715,0.5131,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCFN4306_MMSI316007306,51,Other,call sign,0.0048,0.495,0.3863,0.4751,0.4502,0.1824,0.2857,0,B,0.0046
CALLCFN4839_MMSI316011335,36,Pleasure Craft/Sailing,call sign,0.0385,0.5075,0.4918,0.4712,0.4502,0.4256,0.2632,0,B,0.0046
CALLCFN5014_MMSI316001877,31,Tug Tow,call sign,0.0462,0.5075,0.4955,0.4789,0.4502,0.0998,0,0,A,0.3359
CALLCFN5265_MMSI316013688,31,Tug Tow,call sign,0.0786,0.5075,0.4559,0.4856,0.4502,0.2891,0.4615,3.8,A,0.0046
CALLCFN5523_MMSI316019268,51,Other,call sign,0.0343,0.5075,0.5374,0.53,0.4502,0.0998,0,0,B,0.0046
CALLCFN5589_MMSI316018801,36,Pleasure Craft/Sailing,call sign,0.0026,0.5,0.403,0.471,0.4502,0.2689,0.25,1.9,B,0.0046
CALLCFN5716_MMSI316020006,37,Pleasure Craft/Sailing,call sign,0.0651,0.51,0.4613,0.4843,0.9677,0.8176,0.1892,0,B,0.0046
CALLCFN5898_MMSI316003167,52,Unknown,call sign,0.119,0.5125,0.4646,0.4724,0.4502,0.3318,0.4,0,B,0.4265
CALLCFN5945_MMSI316021184,37,Pleasure Craft/Sailing,call sign,0.029,0.51,0.4695,0.4679,0.4502,0.2689,0.25,2.2,B,0.5237
CALLCFN5988_MMSI316013866,36,Pleasure Craft/Sailing,call sign,0.0236,0.505,0.4168,0.4721,0.4502,0.3775,0.2353,0,B,0.0046
CALLCFN6252_MMSI316023437,0,Unknown,call sign,0.0015,0.5,0.6739,0.5607,0.4502,0.0998,0,0,A,0.5237
CALLCFN6306_MMSI316021354,37,Pleasure Craft/Sailing,call sign,0.0038,0.5,0.4095,0.4722,0.4502,0.2689,0.5833,2.9,B,0.3754
CALLCFN6325_MMSI316005584,31,Tug Tow,call sign,0.0007,0.495,0.3792,0.4635,0.4502,0.4013,0.2778,2.6,A,0.1253
CALLCFN6439_MMSI316024235,31,Tug Tow,call sign,0.8278,0.5175,0.4049,0.4865,0.4502,0.31,0.4286,0.3,A,0.4265
CALLCFN6454_MMSI316024326,36,Pleasure Craft/Sailing,call sign,0.0824,0.5125,0.4549,0.4694,0.69,0.3775,0.3529,0,B,0.0046
CALLCFN6705_MMSI316023959,31,Tug Tow,call sign,0.1361,0.5125,0.4673,0.4833,0.4502,0.0998,0,0,A,0.0046
CALLCFN6793_MMSI316028955,51,Other,call sign,0.0686,0.505,0.7142,0.574,0.4502,0.1824,0.2857,0,B,0.0046
CALLCFN7012_MMSI316029041,37,Pleasure Craft/Sailing,call sign,0.0225,0.4975,0.3631,0.4682,0.4502,0.0998,0,0,B,0.0046
CALLCFN7026_MMSI316029702,0,Unknown,call sign,0.0363,0.5025,0.4418,0.4715,0.4502,0.0998,0,0,B,0.0046
CALLCFN7084_MMSI316029422,0,Unknown,call sign,0.0528,0.51,0.4633,0.4705,0.4502,0.3318,0.5333,2.2,B,0.3902
CALLCFN7245_MMSI316030416,90,Other,call sign,0.0395,0.5075,0.6102,0.5262,0.4502,0.4256,0.3158,2.8,A,0.0046
CALLCFN7262_MMSI316030482,0,Unknown,call sign,0.0259,0.5075,0.4064,0.4701,0.4502,0.0998,0,0,B,0.0046
CALLCFN7323_MMSI316017885,60,Passenger,call sign,0.0799,0.5075,0.5022,0.4805,0.4502,0.8022,0.1944,0,B,0.0046
CALLCG 53_MMSI368785000,0,Unknown,call sign,0.046,0.51,0.6285,0.4877,0.6225,0.0998,0,0.0,A,0.4017
CALLCG2388_MMSI316001892,90,Other,call sign,0.0339,0.5025,0.5227,0.4849,0.4502,0.0998,0,0,A,0.0046
CALLCG26128_MMSI369493342,51,Other,call sign,0.0294,0.505,0.3839,0.4722,0.4502,0.1824,0.4286,0.8,A,0.0046
CALLCG26317_MMSI338926317,0,Unknown,call sign,0.0201,0.5025,0.5446,0.5068,0.4502,0.0998,0,0.0,A,0.0046
CALLCG29167_MMSI369990167,0,Unknown,call sign,0.0553,0.51,0.6993,0.5614,0.4502,0.1978,0.5,1.0,A,0.4073
CALLCG29205_MMSI369990205,51,Other,call sign,0.0322,0.505,0.5779,0.5488,0.4502,0.1978,0.375,1.0,A,0.0046
CALLCG29206_MMSI369990206,51,Other,call sign,0.0,0.495,0.31,0.4626,0.4502,0.1978,0.375,1.0,A,0.0046
CALLCG29293_MMSI369990293,51,Other,call sign,0.0321,0.5075,0.4253,0.5058,0.4502,0.1978,0.375,0.0,A,0.0046
CALLCG29375_MMSI369990375,51,Other,call sign,0.0269,0.5075,0.6516,0.5641,0.4502,0.1978,0.375,1.0,A,0.5217
CALLCG8047_MMSI316005382,90,Other,call sign,0.0086,0.505,0.6755,0.5181,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCG8077_MMSI316002184,90,Other,call sign,0.0219,0.5075,0.6835,0.4953,0.4502,0.2891,0.3077,2.2,A,0.2862
CALLCG8079_MMSI316006894,90,Other,call sign,0.0042,0.5025,0.6087,0.5245,0.4502,0.2891,0.3077,2.2,A,0.0046
CALLCGA2001_MMSI316037566,51,Other,call sign,0.0011,0.495,0.4775,0.4653,0.4502,0.1978,0.125,0,B,0.0046
CALLCGAA_MMSI316010415,90,Other,call sign,0.3187,0.515,0.508,0.4798,0.4502,0.0998,0,0,A,0.5233
CALLCGAB_MMSI316009418,90,Other,call sign,0.1288,0.515,0.499,0.4753,0.4502,0.0998,0,0,A,0.4828
CALLCGAM_MMSI316009747,90,Other,call sign,0.0203,0.5075,0.5498,0.4993,0.4502,0.0998,0,0,A,0.0046
CALLCGBV_MMSI316200000,90,Other,call sign,0.1331,0.515,0.494,0.4774,0.4502,0.0998,0,0,A,0.1991
CALLCGCY_MMSI316013411,90,Other,call sign,0.0719,0.51,0.5142,0.491,0.4502,0.0998,0,0,A,0.0046
CALLCGJC_MMSI316294000,90,Other,call sign,0.1035,0.51,0.5277,0.4828,0.4502,0.0998,0,0,A,0.2761
CALLCGJF_MMSI316001978,90,Other,call sign,0.2358,0.515,0.5182,0.4762,0.4502,0.5,0.2727,1.8,A,0.0046
CALLCGJI_MMSI316267000,90,Other,call sign,0.0415,0.51,0.3839,0.473,0.4502,0.0998,0,0,A,0.0046
CALLCGJM_MMSI316012406,31,Tug Tow,call sign,0.0633,0.5075,0.4044,0.4781,0.4502,0.4502,0.25,0,B,0.0046
CALLCGQD_MMSI316021279,0,Unknown,call sign,0.0977,0.5075,0.3984,0.4775,0.4502,0.6457,0.0,0,A,0.0046
CALLCGSI_MMSI316001379,0,Unknown,call sign,0.0934,0.51,0.4648,0.4883,0.4502,0.0998,0,0.0,A,0.4265
CALLCGST_MMSI316001381,35,Military,call sign,0.0901,0.5125,0.4653,0.4885,0.4502,0.7503,0.303,0.0,A,0.4265
CALLCH 16_MMSI338362611,30,Fishing,call sign,0.0878,0.5125,0.409,0.479,0.4502,0.2891,0.4615,0,B,0.4145
CALLCH 16_MMSI338403425,30,Fishing,call sign,0.003,0.5,0.521,0.4985,0.4502,0.0998,0,0,B,0.0046
CALLCH16_MMSI316044359,30,Fishing,call sign,0.0105,0.4975,0.3594,0.4741,0.4502,0.3318,0.3333,0,B,0.0046
CALLCHA2005_MMSI316036807,36,Pleasure Craft/Sailing,call sign,0.0689,0.51,0.4241,0.4756,0.4502,0.3543,0.25,0,B,0.0046
CALLCHAM_MMSI338365272,37,Pleasure Craft/Sailing,call sign,0.0652,0.5075,0.9378,0.5766,0.4502,0.2689,0.3333,0,B,0.4073
CALLCL3290_MMSI323030739,90,Other,call sign,0.0123,0.4975,0.4013,0.4752,0.4502,0.0998,0,0,B,0.0046
CALLCL3684_MMSI323030413,31,Tug Tow,call sign,0.0326,0.5025,0.4648,0.4778,0.4502,0.0998,0,0,B,0.1229
CALLCOCHI_MMSI431100199,36,Pleasure Craft/Sailing,call sign,0.0071,0.5025,0.4018,0.4717,0.4502,0.0998,0,0,B,0.0046
CALLCOMPASS_MMSI338430353,37,Pleasure Craft/Sailing,call sign,0.0245,0.505,0.3992,0.4704,0.9997,0.0998,0,0,B,0.0046
CALLCONFIGC_MMSI316042555,36,Pleasure Craft/Sailing,call sign,0.3737,0.515,0.4117,0.4687,0.5744,0.2689,0.3333,0,B,0.2362
CALLCREW BT_MMSI338328406,37,Pleasure Craft/Sailing,call sign,0.7087,0.5125,0.6264,0.5294,1.0,0.168,0.3333,0,B,0.0046
CALLCY2423_MMSI316027369,60,Passenger,call sign,0.2476,0.51,0.5607,0.4771,0.4502,0.4502,0.25,2.3,A,0.0046
CALLCY6828_MMSI316005494,0,Unknown,call sign,0.111,0.5125,0.4556,0.4793,0.4502,0.4256,0.3158,3.0,A,0.0046
CALLCY7049_MMSI316003453,31,Tug Tow,call sign,0.7066,0.5175,0.3525,0.4773,0.4502,0.4013,0.3333,3.4,A,0.4265
CALLCY8295_MMSI316005496,31,Tug Tow,call sign,0.669,0.515,0.4204,0.4804,0.4502,0.4256,0.3158,3.0,A,0.5237
CALLCY9219_MMSI316005621,0,Unknown,call sign,0.0061,0.5,0.5295,0.4641,0.4502,0.2891,0.4615,3.1,A,0.0046
CALLCZ3230_MMSI316007566,37,Pleasure Craft/Sailing,call sign,0.0103,0.505,0.485,0.4858,0.4502,0.2497,0.2727,1.5,A,0.5237
CALLCZ9636_MMSI316001222,31,Tug Tow,call sign,0.8741,0.5424,0.4336,0.4816,0.4502,0.4013,0.3889,2.8,A,0.5237
CALLDAHLIA_MMSI338395913,36,Pleasure Craft/Sailing,call sign,0.0512,0.5025,0.3617,0.4777,0.4502,0.0998,0,2.1,B,0.0046
CALLDAYTRIP_MMSI338332506,37,Pleasure Craft/Sailing,call sign,0.0,0.495,0.3543,0.4693,0.4502,0.2891,0.3077,0,B,0.0046
CALLDB7587_MMSI211599100,0,Unknown,call sign,0.0,0.495,0.31,0.4626,0.4502,0.0998,0,0,B,0.0046
CALLDCKH2_MMSI211705870,37,Pleasure Craft/Sailing,call sign,0.0342,0.51,0.417,0.4739,0.4502,0.0998,0,0,B,0.0046
CALLDELTA_MMSI338386647,37,Pleasure Craft/Sailing,call sign,0.0206,0.5075,0.5097,0.4719,0.475,0.1545,0.2,0,B,0.0046
CALLDF4417_MMSI211298890,36,Pleasure Craft/Sailing,call sign,0.2256,0.515,0.4207,0.4744,0.4502,0.2891,0.3077,0,B,0.3677
CALLDG5917_MMSI211223160,37,Pleasure Craft/Sailing,call sign,0.0608,0.51,0.4047,0.47,0.4502,0.2497,0.3636,0,B,0.0046
CALLDG8344_MMSI211663940,36,Pleasure Craft/Sailing,call sign,0.0071,0.5025,0.409,0.4798,0.4502,0.2891,0.4615,0,B,0.3934
CALLDH9755_MMSI211778580,37,Pleasure Craft/Sailing,call sign,0.1075,0.5125,0.4521,0.4716,0.9644,0.31,0.2857,0,B,0.0046
CALLDIPITY2_MMSI368107920,37,Pleasure Craft/Sailing,call sign,0.2227,0.5125,0.5506,0.4755,0.4502,0.475,0.2381,0,B,0.2876
CALLDJHR2_MMSI211381760,36,Pleasure Craft/Sailing,call sign,0.1345,0.515,0.4648,0.4715,0.4502,0.31,0.2857,0,B,0.4293
CALLDK3926_MMSI211650480,37,Pleasure Craft/Sailing,call sign,0.0216,0.5025,0.4253,0.4761,0.4502,0.2891,0.3846,0,B,0.0046
CALLDOVRE B_MMSI316029352,30,Fishing,call sign,0.0099,0.505,0.4482,0.478,0.4502,0.69,0.2,0,B,0.0046
CALLDUCHESS_MMSI368053270,37,Pleasure Craft/Sailing,call sign,0.0566,0.51,0.484,0.4942,0.475,0.0998,0,0,B,0.0046
